Talhão;Código;Latitude;Longitude
SB-07;AL548279Z;-11.933;-56.299
SD-18;AL554327Z;-13.703;-52.725
SD-18;AL551547Z;-13.645;-52.658
SD-19;AL554328Z;-13.703;-52.725
SD-19;AL551548Z;-13.638;-52.642
SD-20;AL554329Z;-13.703;-52.725
SD-20;AL551549Z;-13.631;-52.627
SD-21;AL554330Z;-13.703;-52.725
SD-21;AL552001Z;-13.637;-52.659
Sede - Algodão;AL553003Z;-13.852;-57.459
Sede - Algodão;AL548189Z;-11.883;-56.252
Sede-Milho;AL549321Z;-13.194;-56.763
SH-05;AL553721Z;-14.549;-58.631
SN-09;AL551940Z;-16.214;-55.113
TM-01;AL551948Z;-13.17;-56.821
TM-02;AL551949Z;-13.164;-56.818
TM-03;AL551950Z;-13.183;-56.826
TM-04;AL551951Z;-13.187;-56.825
VE-01;AL552657Z;-13.17;-56.771
VE-02;AL552658Z;-13.17;-56.771
VE-03;AL552659Z;-13.17;-56.771
VE-04;AL554234Z;-13.17;-56.771
VE-05;AL554235Z;-13.17;-56.771
VE-06;AL554236Z;-13.17;-56.771
VE-07;AL554238Z;-13.17;-56.771
VE-08;AL554239Z;-13.17;-56.771
VE-09;AL554240Z;-13.17;-56.771
VE-10;AL554241Z;-13.17;-56.771
VE-11;AL554243Z;-13.17;-56.771
VE-12;AL554245Z;-13.17;-56.771
VE-13;AL554246Z;-13.17;-56.771
VE-14;AL554247Z;-13.17;-56.771
VE-23;AL553011Z;-13.17;-56.771
VE-24;AL553012Z;-13.17;-56.771
VT-02;AL553502Z;-15.899;-55.359
VT-03;AL553503Z;-15.896;-55.35
VT-04;AL551402Z;-15.896;-55.35
VT-05;AL553666Z;-15.893;-55.328
VT-06;AL553667Z;-15.908;-55.32
VT-07;AL553668Z;-15.9;-55.32
VT-08;AL553282Z;-15.963;-55.301
VT-08;AL553504Z;-15.891;-55.314
VT-09;AL553283Z;-15.963;-55.301
VT-09;AL553505Z;-15.879;-55.312
VT-10;AL553506Z;-15.872;-55.293
VT-11;AL553507Z;-15.879;-55.301
VT-12;AL553508Z;-15.883;-55.289
VT-13;AL553287Z;-15.963;-55.301
VT-13;AL553702Z;-15.893;-55.303
VT-13;AL553509Z;-15.895;-55.31
VT-14;AL553510Z;-15.905;-55.308
VT-15;AL553289Z;-15.963;-55.301
VT-15;AL553703Z;-15.894;-55.292
VT-15;AL553511Z;-15.895;-55.292
VT-16;AL553512Z;-15.906;-55.294
VT-18;AL553514Z;-15.89;-55.275
VT-19;AL553705Z;-15.898;-55.265
VT-19-1;AL553515Z;-15.898;-55.265
VT-19-2;AL553704Z;-15.898;-55.265
VT-20;AL553706Z;-15.916;-55.272
VT-20;AL553516Z;-15.915;-55.27
VT-21;AL553517Z;-15.927;-55.274
VT-22;AL551420Z;-15.946;-55.276
WS-01;AL552660Z;-13.17;-56.771
WS-02;AL552661Z;-13.17;-56.771
WS-05;AL552663Z;-13.17;-56.771
WS-06;AL554222Z;-13.17;-56.771
WS-07;AL554223Z;-13.17;-56.771
WS-08;AL554224Z;-13.17;-56.771
WS-11;AL552664Z;-13.17;-56.771
